Questions,Type,Time Limit,Required,Page Break,Randomize,Columns,Minimum Answers,Maximum Answers,Answer 1,Score,Answer 2,Score,Answer 3,Score,Answer 4,Score,Answer 5,Score,Answer 6,Score
Ursa Major Solar's sales team has been struggling to enter data on mobile since rollout; the team dislikes scrolling through all of the fields to input only the necessary data.How could the app builder solve this with minimal impact to desktop users?,Multiple Choice,No,Yes,No,Yes,2,1,1,Filter components by device using Form Factor.,1,Reorder the fields to make sense for the reps when in the field.,0,Deselect the phone radio button on the Lightning record page assignment.,0,Update the training documentation with better screenshots.,0,,0,,0
Sales reps at Universal Containers create multiple quotes per opportunity.What automation tool should an app builder recommend to delete rejected quotes?,Multiple Choice,No,Yes,No,Yes,2,1,1,Validation rule,0,Flow process,1,Workflow rule,0,Approval process,0,,0,,0
"Cloud Kicks (CK) wants to set up a custom child object to track gift cards issued to a customer. A key requirement is to track the total number of gift cards opened and gift cards issued on an Account. CK wants to permanently ensure the gift cards are unable to be moved across any other Account once it is created.On the gift card object, what type of field should be created to support this requirement?",Multiple Choice,No,Yes,No,Yes,2,1,1,Formula,0,Master-detail relationship,1,Poll-up summary,0,Lookup relationship,0,,0,,0
Universal Containers's app builder has been tasked with replacing workflow rules and Apex triggers with Process Builders where possible.What are two important considerations an app builder should know before the project is started? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,1,1,Apex has a different SOQL query limit than Flow.,0,Combine actions when possible.,1,Create a process for each workflow rule.,0,Avoid generating infinite loops.,0,,0,,0
A user is unable to use inline editing on a list view. A quick check verifies the user should be able to perform inline editing as they have been assigned the appropriate permissions.Which two conditions should the app builder review? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,2,2,If the list view contains more than one record type,1,If the list view selected is the recently viewed list view,0,If the list view restricts sharing for the user,1,If the list view contains a chart created by the user,0,,0,,0
Service agents at Ursa Major Solar want a more condensed case view. Service agents also want to be able to modify the associated contact and account records from the case page layout on the Lightning record page.Which two components should an app builder use to meet these requirements? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,1,1,Related record,1,Rich text,0,Path,0,Tabs,0,,0,,0
The app builder at Ursa Major Solar has just created a master-detail relationship between a parent object Galaxy__c and child object Star__c.What would be the effect of creating this type of relationship if users want to report on Galaxy__c with Star__c?,Multiple Choice,No,Yes,No,Yes,2,1,1,A new custom report type will need to be created for Galaxy__c with Star__c.,0,A Star__c report type with Galaxy__c as a field will be automatically created.,0,A Galaxy__c with Star__c report type will be automatically created.,1,A new custom report type will need to be created for Star__c with lookup fields from Galaxy__c.,0,,0,,0
Cloud Kicks (CK) wants to begin socializing and collaborating within Salesforce around customer accounts to discuss various topics. CK would like all company employees to see these conversations.Which two features of Chatter would meet CK's business needs? (Choose two.),Multiple Choice,No,Yes,No,Yes,2,1,1,Use Chatter actions to create tasks to complete.,0,Set up new public Chatter groups.,1,Set up new private Chatter groups.,0,Use post action on the Account object.,0,,0,,0
What are the limitations of Schema Builder when creating a custom object?,Multiple Choice,No,Yes,No,Yes,2,1,1,"Relationships can be made to any custom objects, but any relationships to standard objects should be built in Lightning Object Manager.",0,"Fields and relationships can be created, but they will be unable to add the fields to the page layout from the canvas.",1,"ג€Saveג€ should be clicked each time a new object, field, or relationship is created.",0,"Custom fields can be added to any custom objects, excluding the formula field types.",0,,0,,0
"Universal Containers has a Lightning record page that supports both the mobile app and desktop. An app builder has downloaded a custom Lightning component from AppExchange, but users are unable to view the component on mobile devices.What can be the issue?",Multiple Choice,No,Yes,No,Yes,2,1,1,The record page template is unable to support mobile devices.,0,The component needs to be activated.,0,The record page needs to be activated.,0,The component has been developed for Desktop Pages.,1,,0,,0
"Ursa Major Solar is ramping up the sales team to meet increased demand. As part of the short ramp up for these new reps, the manager wants to provide a help guide to enable reps to easily get help where needed during the different sales processes.Which solution should an app builder recommend?",Multiple Choice,No,Yes,No,Yes,2,1,1,Flow,0,Journey Builder,0,Chatter Publisher,0,Path,1,,0,,0
Ursa Major Solar wants to automate a welcome email to new clients and include a customized survey about their buying experience. An app builder is tasked with this project and has very little time to build the solution from scratch.What should the app builder do to meet the deadline and custom requirements?,Multiple Choice,No,Yes,No,Yes,2,1,1,Work with a developer to create custom apex code and a Visualforce survey to meet criteria.,0,Choose a managed package from AppExchange that closely meets the requirements of the project and restricts programmatic development.,0,Select an unmanaged package from AppExchange that closely meets the requirements of the project that allows programmatic development.,1,Build the survey declaratively and use a workflow rule to send it to the customer as an external message to meet criteria.,0,,0,,0
DreamHouse Realty wants to track how many lifts are being installed into customer garages. The To Be Installed custom checkbox field on the custom Lift object should be checked and an external system should be notified via an outbound message the next day when a lift is sold.What automation tool should be used to complete this task?,Multiple Choice,No,Yes,No,Yes,2,1,1,Workflow,0,Approval process,0,Flow,1,Process Builder,0,,0,,0
Universal Containers assigns system access via permission sets and permission set groups to ensure each user has proper access. One department with varying levels of support stuff has five consistent permission sets they require in order to complete their duties. Some higher-level staff have additional permission sets that are only required for them.How should an app builder recommend assigning permission sets to users?,Multiple Choice,No,Yes,No,Yes,2,1,1,Utilize the Data Loader to mass update the desired users with their full list of permission sets and permission set groups.,0,Utilize the manage assignments button to assign a permission set group and additional individual permission sets to each user.,1,Utilize the Data Import Wizard to mass update the desired users with their full list of permission sets and permission set groups.,0,Utilize the manage assignments button to assign each user with the same set of permission set groups and permission sets.,0,,0,,0
